NOM_SCIENTIFIQUE,ENJEU_CONSERVATION,NOM_MATCHING
"Colutea brevialata Lange, 1862 ",FOR,Colutea brevialata
"Comarum palustre L., 1753 ",MOY,Comarum palustre
"Comastoma tenellum (Rottb.) Toyok., 1961 ",MOY,Comastoma tenellum
"Conium maculatum L., 1753 ",MOY,Conium maculatum
"Conopodium majus (Gouan) Loret, 1886 ",MOY,Conopodium majus
"Conringia orientalis (L.) Dumort., 1827 ",MOY,Conringia orientalis
"Convallaria majalis L., 1753 ",MOY,Convallaria majalis
"Convolvulus althaeoides L., 1753 ",MOY,Convolvulus althaeoides
"Convolvulus arvensis L., 1753 ",FAI,Convolvulus arvensis
"Convolvulus cantabrica L., 1753 ",MOY,Convolvulus cantabrica
"Convolvulus lanuginosus Desr., 1792 ",FOR,Convolvulus lanuginosus
"Convolvulus lineatus L., 1759 ",MOY,Convolvulus lineatus
"Convolvulus sepium L., 1753 ",MOY,Convolvulus sepium
"Convolvulus siculus L., 1753 ",MOY,Convolvulus siculus
"Convolvulus silvaticus Kit., 1805 ",FOR,Convolvulus silvaticus
"Convolvulus soldanella L., 1753 ",MOY,Convolvulus soldanella
"Corallorhiza trifida Châtel., 1760 ",MOY,Corallorhiza trifida
"Coriaria myrtifolia L., 1753 ",MOY,Coriaria myrtifolia
"Coris monspeliensis L., 1753 ",MOY,Coris monspeliensis
"Corispermum gallicum Iljin, 1929 ",TFO,Corispermum gallicum
"Coristospermum ferulaceum (All.) Reduron, Charpin  & Pimenov, 1997 ",MOY,Coristospermum ferulaceum
"Coristospermum lucidum (Mill.) Reduron, Charpin &  Pimenov, 1997 ",MOY,Coristospermum lucidum
"Cornus mas L., 1753 ",FAI,Cornus mas
"Cornus sanguinea L., 1753 ",FAI,Cornus sanguinea
"Coronilla glauca L., 1755 ",MOY,Coronilla glauca
"Coronilla juncea L., 1753 ",MOY,Coronilla juncea
"Coronilla minima L., 1756 ",MOY,Coronilla minima
"Coronilla minima subsp. lotoides (W.D.J.Koch)  Nyman, 1878 ",MOY,Coronilla minima subsp. lotoides 
"Coronilla minima subsp. minima L., 1756 ",MOY,Coronilla minima subsp. minima 
Coronilla repanda subsp. dura (Cav.) Cout. ,DD,Coronilla repanda subsp. dura 
"Coronilla scorpioides (L.) W.D.J.Koch, 1837 ",MOY,Coronilla scorpioides
"Coronilla securidaca L., 1753 ",FOR,Coronilla securidaca
"Coronilla vaginalis Lam., 1786 ",MOY,Coronilla vaginalis
"Coronilla valentina L., 1753 ",FOR,Coronilla valentina
"Coronilla varia L., 1753 ",MOY,Coronilla varia
"Corrigiola littoralis L., 1753 ",MOY,Corrigiola littoralis
"Corrigiola telephiifolia Pourr., 1788 ",MOY,Corrigiola telephiifolia
"Corydalis cava (L.) Schweigg. & Körte, 1811 ",MOY,Corydalis cava
"Corydalis intermedia (L.) Mérat, 1812 ",MOY,Corydalis intermedia
"Corydalis pumila (Host) Rchb., 1832 ",MOY,Corydalis pumila
"Corydalis solida (L.) Clairv., 1811 ",FAI,Corydalis solida
"Corylus avellana L., 1753 ",FAI,Corylus avellana
"Corynephorus articulatus (Desf.) P.Beauv., 1812 ",FOR,Corynephorus articulatus
"Corynephorus canescens (L.) P.Beauv., 1812 ",MOY,Corynephorus canescens
"Corynephorus divaricatus (Pourr.) Breistr., 1950 ",MOY,Corynephorus divaricatus
"Cosentinia vellea (Aiton) Tod., 1866 ",MOY,Cosentinia vellea
"Cota altissima (L.) J.Gay ex Guss., 1844 ",MOY,Cota altissima
"Cota tinctoria (L.) J.Gay ex Guss., 1844 ",MOY,Cota tinctoria
"Cota triumfetti (L.) J.Gay ex Guss., 1844 ",MOY,Cota triumfetti
"Cotinus coggygria Scop., 1771 ",FAI,Cotinus coggygria
Cotoneaster canescens Vestergr. ex. B. Hylmö 1993 ,DD,Cotoneaster canescens
"Cotoneaster delphinensis Chatenier, 1923 ",FOR,Cotoneaster delphinensis
"Cotoneaster integerrimus Medik., 1793 ",FAI,Cotoneaster integerrimus
"Cotoneaster juranus Gand., 1875 ",MOY,Cotoneaster juranus
"Cotoneaster nebrodensis (Guss.) K.Koch, 1853 ",MOY,Cotoneaster nebrodensis
"Cotoneaster obtusisepalus Gand., 1875 ",MOY,Cotoneaster obtusisepalus
"Cotoneaster pyrenaicus Gand., 1875 ",FAI,Cotoneaster pyrenaicus
"Cotoneaster raboutensis Flinck, Fryer, Garraud,  Hylmö & Zeller, 1998 ",TFO,Cotoneaster raboutensis
"Cotoneaster tomentosus Lindl., 1822 ",MOY,Cotoneaster tomentosus
"Cotoneaster uniflorus Bunge, 1830 ",DD,Cotoneaster uniflorus
"Crassula alata (Viv.) A.Berger, 1930 ",DD,Crassula alata
"Crassula tillaea Lest.-Garl., 1903 ",MOY,Crassula tillaea
"Crassula vaillantii (Willd.) Roth, 1827 ",FOR,Crassula vaillantii
"Crataegus azarolus L., 1753 ",MOY,Crataegus azarolus
"Crataegus germanica (L.) Kuntze, 1891 ",MOY,Crataegus germanica
"Crataegus laevigata (Poir.) DC., 1825 ",MOY,Crataegus laevigata
"Crataegus monogyna Jacq., 1775 ",FAI,Crataegus monogyna
"Crepis albida Vill., 1779 ",MOY,Crepis albida
"Crepis aurea (L.) Tausch, 1828 ",MOY,Crepis aurea
"Crepis bellidifolia Loisel., 1807 ",MOY,Crepis bellidifolia
"Crepis biennis L., 1753 ",MOY,Crepis biennis
"Crepis capillaris (L.) Wallr., 1840 ",MOY,Crepis capillaris
"Crepis conyzifolia (Gouan) A.Kern., 1872 ",MOY,Crepis conyzifolia
"Crepis foetida L., 1753 ",MOY,Crepis foetida
"Crepis foetida subsp. foetida L., 1753 ",DD,Crepis foetida subsp. foetida 
"Crepis foetida subsp. glandulosa (Guss.) Arcang., 1882 2 ",MOY,Crepis foetida subsp. glandulosa 
"Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,  1871 ",MOY,Crepis foetida subsp. rhoeadifolia 
"Crepis lampsanoides (Gouan) Tausch, 1828 ",MOY,Crepis lampsanoides
"Crepis leontodontoides All., 1789 ",MOY,Crepis leontodontoides
"Crepis mollis (Jacq.) Asch., 1864 ",MOY,Crepis mollis
"Crepis nicaeensis Balb., 1807 ",MOY,Crepis nicaeensis
"Crepis paludosa (L.) Moench, 1794 ",MOY,Crepis paludosa
"Crepis pontana Dalla Torre, 1882 ",MOY,Crepis pontana
"Crepis pulchra L., 1753 ",MOY,Crepis pulchra
"Crepis pygmaea L., 1753 ",MOY,Crepis pygmaea
"Crepis pyrenaica (L.) Greuter, 1970 ",MOY,Crepis pyrenaica
"Crepis setosa Haller f., 1797 ",MOY,Crepis setosa
"Crepis suffreniana (DC.) J.Lloyd, 1844 ",FOR,Crepis suffreniana
"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex  Schinz & R.Keller, 1914 ",MOY,Crepis vesicaria subsp. taraxacifolia 
"Crepis zacintha (L.) Loisel., 1807 ",FOR,Crepis zacintha
"Cressa cretica L., 1753 ",FOR,Cressa cretica
"Crithmum maritimum L., 1753 ",MOY,Crithmum maritimum
"Crocus corsicus Vanucchi ex Maw, 1878 ",FOR,Crocus corsicus
"Crocus ligusticus Mariotti, 1988 ",TFO,Crocus ligusticus
"Crocus minimus DC., 1804 ",FOR,Crocus minimus
"Crocus nudiflorus Sm., 1798 ",MOY,Crocus nudiflorus
"Crocus vernus (L.) Hill, 1765 ",MOY,Crocus vernus
"Crocus versicolor Ker Gawl., 1808 ",MOY,Crocus versicolor
"Crucianella angustifolia L., 1753 ",MOY,Crucianella angustifolia
"Crucianella latifolia L., 1753 ",MOY,Crucianella latifolia
"Crucianella maritima L., 1753 ",FOR,Crucianella maritima
"Cruciata glabra (L.) Ehrend., 1958 ",MOY,Cruciata glabra
"Cruciata laevipes Opiz, 1852 ",FAI,Cruciata laevipes
"Cruciata pedemontana (Bellardi) Ehrend., 1958 ",MOY,Cruciata pedemontana
"Crupina crupinastrum (Moris) Vis., 1847 ",MOY,Crupina crupinastrum
"Crupina vulgaris Cass., 1817 ",MOY,Crupina vulgaris
"Crypsis aculeata (L.) Aiton, 1789 ",MOY,Crypsis aculeata
"Crypsis alopecuroides (Piller & Mitterp.) Schrad., 1806 1 ",FOR,Crypsis alopecuroides
"Crypsis schoenoides (L.) Lam., 1791 ",FOR,Crypsis schoenoides
"Cryptogramma crispa (L.) R.Br., 1842 ",FAI,Cryptogramma crispa
"Cuscuta approximata Bab., 1844 ",MOY,Cuscuta approximata
"Cuscuta epilinum Weihe, 1824 ",DD,Cuscuta epilinum
"Cuscuta epithymum (L.) L., 1774 ",FAI,Cuscuta epithymum
"Cuscuta epithymum subsp. corsicana (Yunck.)  Lambinon, 1993 ",TFO,Cuscuta epithymum subsp. corsicana 
"Cuscuta epithymum subsp. epithymum (L.) L., 1774 ",MOY,Cuscuta epithymum subsp. epithymum 
"Cuscuta epithymum subsp. kotschyi (Des Moul.)  Arcang., 1882 ",DD,Cuscuta epithymum subsp. kotschyi 
"Cuscuta europaea L., 1753 ",MOY,Cuscuta europaea
"Cuscuta monogyna Vahl, 1791 ",FOR,Cuscuta monogyna
"Cuscuta planiflora Ten., 1829 ",MOY,Cuscuta planiflora
"Cuscuta scandens subsp. scandens Brot., 1804 ",DD,Cuscuta scandens subsp. scandens 
"Cutandia maritima (L.) Benth., 1881 ",FOR,Cutandia maritima
Cyanus graminifolius (Lam.) Olšavská ,MOY,Cyanus graminifolius
"Cyanus montanus (L.) Hill, 1768 ",MOY,Cyanus montanus
"Cyanus segetum Hill, 1762 ",FAI,Cyanus segetum
"Cyanus semidecurrens (Jord.) Holub, 1973 ",MOY,Cyanus semidecurrens
"Cyanus triumfettii (All.) Dostál ex Á.Löve & D.Löve,  1961 ",MOY,Cyanus triumfettii
"Cyclamen balearicum Willk., 1875 ",TFO,Cyclamen balearicum
"Cyclamen hederifolium Aiton, 1789 ",MOY,Cyclamen hederifolium
"Cyclamen purpurascens Mill., 1768 ",FOR,Cyclamen purpurascens
"Cyclamen repandum Sm., 1806 ",MOY,Cyclamen repandum
"Cymbalaria aequitriloba (Viv.) A.Chev., 1937 ",FOR,Cymbalaria aequitriloba
"Cymbalaria hepaticifolia (Poir.) Wettst., 1891 ",FOR,Cymbalaria hepaticifolia
"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb., 1800 2 ",MOY,Cymbalaria muralis
"Cymodocea nodosa (Ucria) Asch., 1869 ",DD,Cymodocea nodosa
"Cynanchum acutum L., 1753 ",FOR,Cynanchum acutum
"Cynara cardunculus L., 1753 ",FOR,Cynara cardunculus
"Cynodon dactylon (L.) Pers., 1805 ",MOY,Cynodon dactylon
"Cynoglossum creticum Mill., 1768 ",MOY,Cynoglossum creticum
"Cynoglossum dioscoridis Vill., 1779 ",MOY,Cynoglossum dioscoridis
"Cynoglossum germanicum Jacq., 1767 ",MOY,Cynoglossum germanicum
"Cynoglossum montanum L., 1753 ",DD,Cynoglossum montanum
"Cynoglossum officinale L., 1753 ",FAI,Cynoglossum officinale
"Cynoglossum pustulatum Boiss., 1838 ",MOY,Cynoglossum pustulatum
"Cynomorium coccineum L., 1753 ",FOR,Cynomorium coccineum
"Cynosurus cristatus L., 1753 ",MOY,Cynosurus cristatus
"Cynosurus echinatus L., 1753 ",MOY,Cynosurus echinatus
"Cynosurus effusus Link, 1799 ",MOY,Cynosurus effusus
"Cyperus badius Desf., 1798 ",MOY,Cyperus badius
"Cyperus capitatus Vand., 1771 ",FOR,Cyperus capitatus
"Cyperus esculentus L., 1753 ",FOR,Cyperus esculentus
"Cyperus flavescens L., 1753 ",FOR,Cyperus flavescens
"Cyperus flavidus Retz., 1788 ",FOR,Cyperus flavidus
"Cyperus fuscus L., 1753 ",MOY,Cyperus fuscus
"Cyperus laevigatus subsp. distachyos (All.) Maire &  Weiller, 1957 ",TFO,Cyperus laevigatus subsp. distachyos 
"Cyperus longus L., 1753 ",DD,Cyperus longus
"Cyperus michelianus (L.) Delile, 1813 ",FOR,Cyperus michelianus
"Cyperus rotundus L., 1753 ",MOY,Cyperus rotundus
"Cyperus serotinus Rottb., 1773 ",FOR,Cyperus serotinus
"Cypripedium calceolus L., 1753 ",MOY,Cypripedium calceolus
"Cystopteris alpina (Lam.) Desv., 1827 ",MOY,Cystopteris alpina
"Cystopteris diaphana (Bory) Blasdell, 1963 ",MOY,Cystopteris diaphana
"Cystopteris dickieana R.Sim, 1848 ",DD,Cystopteris dickieana
"Cystopteris fragilis (L.) Bernh., 1805 ",FAI,Cystopteris fragilis
"Cystopteris montana (Lam.) Desv., 1827 ",MOY,Cystopteris montana
"Cytinus hypocistis (L.) L., 1767 ",MOY,Cytinus hypocistis
"Cytinus ruber Fritsch, 1922 ",MOY,Cytinus ruber
"Cytisophyllum sessilifolium (L.) O.Lang, 1843 ",MOY,Cytisophyllum sessilifolium
"Cytisus arboreus (Desf.) DC., 1825 ",FOR,Cytisus arboreus
"Cytisus ardoinoi subsp. ardoinoi E.Fourn., 1866 ",FOR,Cytisus ardoinoi subsp. ardoinoi 
Cytisus ardoinoi subsp. sauzeanus (Bumat & Briq.)  Auvray ,FOR,Cytisus ardoinoi subsp. sauzeanus 
"Cytisus decumbens (Durande) Spach, 1845 ",MOY,Cytisus decumbens
"Cytisus elongatus Waldst. & Kit., 1805 ",FOR,Cytisus elongatus
"Cytisus infestus (C.Presl) Guss., 1828 ",TFO,Cytisus infestus
"Cytisus laniger (Desf.) DC., 1805 ",MOY,Cytisus laniger
"Cytisus lotoides Pourr., 1788 ",FOR,Cytisus lotoides
"Cytisus oromediterraneus Rivas Mart., T.E.Díaz,  Fern.Prieto, Loidi & Peñas, 1984 ",MOY,Cytisus oromediterraneus
"Cytisus polytrichus M.Bieb., 1819 ",MOY,Cytisus polytrichus
"Cytisus scoparius (L.) Link, 1822 ",MOY,Cytisus scoparius
"Cytisus spinosus (L.) Bubani, 1899 ",MOY,Cytisus spinosus
"Cytisus triflorus Lam., 1786 ",MOY,Cytisus triflorus
"Cytisus villosus Pourr., 1788 ",MOY,Cytisus villosus
"Dactylis glomerata L., 1753 ",MOY,Dactylis glomerata
"Dactylis glomerata subsp. glomerata L., 1753 ",FAI,Dactylis glomerata subsp. glomerata 
"Dactylis glomerata subsp. hackelii (Asch. & Graebn.)  Cif. & Giacom., 1950 ",DD,Dactylis glomerata subsp. hackelii 
"Dactylis glomerata subsp. hispanica (Roth) Nyman,  1882 ",MOY,Dactylis glomerata subsp. hispanica 
"Dactylorhiza elata (Poir.) Soó, 1962 ",FOR,Dactylorhiza elata
"Dactylorhiza fuchsii (Druce) Soó, 1962 ",FAI,Dactylorhiza fuchsii
"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.)  P.D.Sell, 1967 ",MOY,Dactylorhiza incarnata subsp. cruenta 
"Dactylorhiza incarnata subsp. incarnata (L.) Soó, 1962 ",MOY,Dactylorhiza incarnata subsp. incarnata 
"Dactylorhiza insularis (Sommier ex Martelli)  Landwehr, 1969 ",MOY,Dactylorhiza insularis
"Dactylorhiza maculata (L.) Soó, 1962 ",MOY,Dactylorhiza maculata
"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.,  1965 ",MOY,Dactylorhiza majalis
"Dactylorhiza occitanica Geniez, Melki, Pain & Soca,  1995 ",MOY,Dactylorhiza occitanica
"Dactylorhiza saccifera (Brongn.) Soó, 1962 ",MOY,Dactylorhiza saccifera
"Dactylorhiza sambucina (L.) Soó, 1962 ",MOY,Dactylorhiza sambucina
"Dactylorhiza traunsteineri (Saut.) Soó, 1962 ",MOY,Dactylorhiza traunsteineri
"Damasonium alisma Mill., 1768 ",DD,Damasonium alisma
"Damasonium polyspermum Coss., 1849 ",TFO,Damasonium polyspermum
"Danthonia alpina Vest, 1821 ",MOY,Danthonia alpina
"Danthonia decumbens (L.) DC., 1805 ",MOY,Danthonia decumbens
"Daphne alpina L., 1753 ",MOY,Daphne alpina
"Daphne cneorum L., 1753 ",MOY,Daphne cneorum
"Daphne gnidium L., 1753 ",MOY,Daphne gnidium
"Daphne laureola L., 1753 ",MOY,Daphne laureola
"Daphne mezereum L., 1753 ",MOY,Daphne mezereum
"Daphne oleoides Schreb., 1766 ",MOY,Daphne oleoides
"Daphne striata Tratt., 1814 ",FOR,Daphne striata
"Dasiphora fruticosa (L.) Rydb., 1898 ",FOR,Dasiphora fruticosa
"Dasypyrum villosum (L.) P.Candargy, 1901 ",MOY,Dasypyrum villosum
"Daucus carota L., 1753 ",MOY,Daucus carota
"Daucus carota subsp. carota L., 1753 ",MOY,Daucus carota subsp. carota 
"Daucus carota subsp. commutatus (Paol.) Thell., 1926 ",TFO,Daucus carota subsp. commutatus 
"Daucus carota subsp. drepanensis (Arcang.)  Heywood, 1968 ",MOY,Daucus carota subsp. drepanensis 
"Daucus carota subsp. gadecaei (Rouy & E.G.Camus)  Heywood, 1968 ",DD,Daucus carota subsp. gadecaei 
"Daucus carota subsp. gummifer (Syme) Hook.f., 1884 ",FOR,Daucus carota subsp. gummifer 
"Daucus carota subsp. hispanicus (Gouan) Thell., 1926 ",FOR,Daucus carota subsp. hispanicus 
"Daucus carota subsp. maritimus (Lam.) Batt., 1889 ",DD,Daucus carota subsp. maritimus 
"Daucus carota subsp. maximus (Desf.) Ball, 1878 ",DD,Daucus carota subsp. maximus 
"Delphinium ajacis L., 1753 ",MOY,Delphinium ajacis
"Delphinium consolida L., 1753 ",MOY,Delphinium consolida
"Delphinium dubium (Rouy & Foucaud) Pawl., 1934 ",MOY,Delphinium dubium
"Delphinium fissum Waldst. & Kit., 1802 ",MOY,Delphinium fissum
"Delphinium montanum DC., 1815 ",TFO,Delphinium montanum
"Delphinium orientale J.Gay, 1840 ",FOR,Delphinium orientale
"Delphinium pubescens DC., 1815 ",MOY,Delphinium pubescens
"Delphinium verdunense Balb., 1813 ",FOR,Delphinium verdunense
"Deschampsia cespitosa (L.) P.Beauv., 1812 ",FAI,Deschampsia cespitosa
"Deschampsia cespitosa subsp. cespitosa (L.) P.Beauv.,  1812 ",MOY,Deschampsia cespitosa subsp. cespitosa 
"Deschampsia cespitosa subsp. parviflora (Thuill.)  Dumort., 1824 ",MOY,Deschampsia cespitosa subsp. parviflora 
"Deschampsia cespitosa subsp. subtriflora (Lag.)  Ehr.Bayer & G.López, 1994 ",MOY,Deschampsia cespitosa subsp. subtriflora 
"Deschampsia media (Gouan) Roem. & Schult., 1817 ",MOY,Deschampsia media
"Descurainia sophia (L.) Webb ex Prantl, 1891 ",MOY,Descurainia sophia
Descurainia tanacetifolia subsp. suffruticosa  (H.J.Coste & Soulié) Jauzein ,FOR,Descurainia tanacetifolia subsp. suffruticosa 
"Descurainia tanacetifolia subsp. tanacetifolia (L.)  Prantl, 1892 ",MOY,Descurainia tanacetifolia subsp. tanacetifolia 
"Dethawia splendens subsp. splendens (Lapeyr.)  Kerguélen, 1993 ",TFO,Dethawia splendens subsp. splendens 
"Dianthus armeria L., 1753 ",MOY,Dianthus armeria
"Dianthus arrosti C.Presl, 1822 ",FOR,Dianthus arrosti
"Dianthus balbisii Ser., 1824 ",MOY,Dianthus balbisii
"Dianthus barbatus L., 1753 ",FOR,Dianthus barbatus
"Dianthus carthusianorum L., 1753 ",MOY,Dianthus carthusianorum
"Dianthus carthusianorum subsp. atrorubens (All.)  Hegi, 1910 ",MOY,Dianthus carthusianorum subsp. atrorubens 
"Dianthus carthusianorum subsp. carthusianorum L.,  1753 ",MOY,Dianthus carthusianorum subsp. carthusianorum 
"Dianthus deltoides L., 1753 ",MOY,Dianthus deltoides
"Dianthus furcatus Balb., 1804 ",FOR,Dianthus furcatus
"Dianthus godronianus Jord., 1855 ",MOY,Dianthus godronianus
"Dianthus graniticus Jord., 1849 ",MOY,Dianthus graniticus
"Dianthus gratianopolitanus Vill., 1789 ",FOR,Dianthus gratianopolitanus
"Dianthus gyspergerae Rouy, 1903 ",TFO,Dianthus gyspergerae
"Dianthus hyssopifolius L., 1755 ",MOY,Dianthus hyssopifolius
"Dianthus longicaulis Ten., 1819 ",MOY,Dianthus longicaulis
"Dianthus pavonius Tausch, 1839 ",MOY,Dianthus pavonius
"Dianthus pungens subsp. ruscinonensis (Boiss.)  Bernal, Laínz & Muñoz Garm., 1987 ",FOR,Dianthus pungens subsp. ruscinonensis 
"Dianthus pyrenaicus Pourr., 1788 ",MOY,Dianthus pyrenaicus
"Dianthus pyrenaicus subsp. attenuatus (Sm.) Bernal,  Laínz & Muñoz Garm., 1988 ",TFO,Dianthus pyrenaicus subsp. attenuatus 
"Dianthus pyrenaicus subsp. pyrenaicus Pourr., 1788 ",TFO,Dianthus pyrenaicus subsp. pyrenaicus 
"Dianthus saxicola Jord., 1852 ",MOY,Dianthus saxicola
"Dianthus scaber Chaix, 1785 ",MOY,Dianthus scaber
"Dianthus seguieri subsp. pseudocollinus (P.Fourn.)  Jauzein, 2010 ",MOY,Dianthus seguieri subsp. pseudocollinus 
"Dianthus seguieri subsp. requienii (Godr.) Bernal,  Laínz & Muñoz Garm., 1987 ",FOR,Dianthus seguieri subsp. requienii 
"Dianthus seguieri subsp. seguieri Vill., 1779 ",FOR,Dianthus seguieri subsp. seguieri 
"Dianthus seguieri Vill., 1779 ",MOY,Dianthus seguieri
"Dianthus siculus C.Presl, 1822 ",DD,Dianthus siculus
"Dianthus subacaulis Vill., 1789 ",TFO,Dianthus subacaulis
"Dianthus superbus L., 1755 ",MOY,Dianthus superbus
"Dianthus sylvestris Wulfen, 1786 ",MOY,Dianthus sylvestris
"Dianthus vigoi Laínz, 1986 ",TFO,Dianthus vigoi
"Diatelia tuberaria (L.) Demoly, 2011 ",MOY,Diatelia tuberaria
Dichoropetalum carvifolia (Vill.) Pimenov & Kljuykov ,MOY,Dichoropetalum carvifolia
Dichoropetalum schottii (Besser ex DC.) Pimenov &  Kljuykov ,MOY,Dichoropetalum schottii
"Dictamnus albus L., 1753 ",MOY,Dictamnus albus
"Digitalis grandiflora Mill., 1768 ",MOY,Digitalis grandiflora
"Digitalis lutea L., 1753 ",MOY,Digitalis lutea
"Digitalis purpurea L., 1753 ",MOY,Digitalis purpurea
"Digitaria debilis (Desf.) Willd., 1809 ",DD,Digitaria debilis
"Digitaria ischaemum (Schreb.) Schreb. ex Muhl., 1817 ",DD,Digitaria ischaemum
"Digitaria sanguinalis (L.) Scop., 1771 ",MOY,Digitaria sanguinalis
"Dioscorea communis (L.) Caddick & Wilkin, 2002 ",MOY,Dioscorea communis
"Dipcadi serotinum (L.) Medik., 1790 ",MOY,Dipcadi serotinum
"Diplotaxis erucoides (L.) DC., 1821 ",MOY,Diplotaxis erucoides
"Diplotaxis muralis (L.) DC., 1821 ",MOY,Diplotaxis muralis
"Diplotaxis tenuifolia (L.) DC., 1821 ",MOY,Diplotaxis tenuifolia
"Diplotaxis viminea (L.) DC., 1821 ",MOY,Diplotaxis viminea
"Dipsacus ferox Loisel., 1807 ",MOY,Dipsacus ferox
"Dipsacus fullonum L., 1753 ",MOY,Dipsacus fullonum
"Dipsacus laciniatus L., 1753 ",FOR,Dipsacus laciniatus
"Dipsacus pilosus L., 1753 ",MOY,Dipsacus pilosus
"Dittrichia graveolens (L.) Greuter, 1973 ",MOY,Dittrichia graveolens
"Dittrichia viscosa (L.) Greuter, 1973 ",MOY,Dittrichia viscosa
"Doronicum austriacum Jacq., 1774 ",MOY,Doronicum austriacum
"Doronicum clusii (All.) Tausch, 1828 ",MOY,Doronicum clusii
"Doronicum corsicum (Loisel.) Poir., 1812 ",FOR,Doronicum corsicum
"Doronicum grandiflorum Lam., 1786 ",MOY,Doronicum grandiflorum
"Doronicum pardalianches L., 1753 ",MOY,Doronicum pardalianches
"Doronicum plantagineum L., 1753 ",MOY,Doronicum plantagineum
"Dorycnopsis gerardi (L.) Boiss., 1840 ",MOY,Dorycnopsis gerardi
"Draba aizoides L., 1767 ",MOY,Draba aizoides
"Draba dubia Suter, 1807 ",MOY,Draba dubia
"Draba fladnizensis Wulfen, 1779 ",MOY,Draba fladnizensis
"Draba incana L., 1753 ",MOY,Draba incana
"Draba loiseleurii Boiss., 1854 ",FOR,Draba loiseleurii
"Draba muralis L., 1753 ",FAI,Draba muralis
"Draba nemorosa L., 1753 ",MOY,Draba nemorosa
"Draba siliquosa M.Bieb., 1808 ",MOY,Draba siliquosa
"Draba subnivalis Braun-Blanq., 1945 ",FOR,Draba subnivalis
"Draba tomentosa Clairv., 1811 ",MOY,Draba tomentosa
"Draba verna L., 1753 ",MOY,Draba verna
"Dracocephalum austriacum L., 1753 ",MOY,Dracocephalum austriacum
"Dracocephalum ruyschiana L., 1753 ",MOY,Dracocephalum ruyschiana
"Drosera intermedia Hayne, 1798 ",MOY,Drosera intermedia
"Drosera rotundifolia L., 1753 ",MOY,Drosera rotundifolia
"Dryas octopetala L., 1753 ",FAI,Dryas octopetala
"Drymocallis rupestris (L.) Soják, 1989 ",MOY,Drymocallis rupestris
"Drymocallis rupestris subsp. corsica (Lehm.) Soják,  1989 ",FOR,Drymocallis rupestris subsp. corsica 
"Drymocallis rupestris subsp. rupestris (L.) Soják, 1989 ",MOY,Drymocallis rupestris subsp. rupestris 
"Drymochloa sylvatica (Pollich) Holub, 1984 ",MOY,Drymochloa sylvatica
"Dryopteris affinis (Lowe) Fraser-Jenk., 1979 ",MOY,Dryopteris affinis
"Dryopteris affinis subsp. affinis (Lowe) Fraser-Jenk.,  1979 ",DD,Dryopteris affinis subsp. affinis 
"Dryopteris affinis subsp. borreri (Newman) Fraser-  Jenk., 1980 ",DD,Dryopteris affinis subsp. borreri 
"Dryopteris affinis subsp. cambrensis Fraser-Jenk.,  1987 ",MOY,Dryopteris affinis subsp. cambrensis 
"Dryopteris affinis subsp. pseudodisjuncta (Oberh. &  Tavel ex Fraser-Jenk.) Fraser-Jenk., 1995 ",MOY,Dryopteris affinis subsp. pseudodisjuncta 
"Dryopteris ardechensis Fraser-Jenk., 1981 ",FOR,Dryopteris ardechensis
"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959 ",MOY,Dryopteris carthusiana
"Dryopteris dilatata (Hoffm.) A.Gray, 1848 ",MOY,Dryopteris dilatata
